Buscar  20 Tweets para cada modulo
483

0,2
0,20
0,3
0,3
0,4
0,20
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,2
0,2
0,0
0,1
1,0
0,1
0,0
0,1
0,0
0,0
0,0
0,1
0,0
0,2
0,0
0,0
0,0
0,3
0,0
0,0
0,1
0,0
0,1
0,0
0,2
0,3
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
0,0
0,20
0,0
0,8
0,0
1,0
0,1
0,7
3,1
0,5
0,0
0,1
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,17
0,20
0,20
0,6
0,3
0,5
0,20
0,20
0,3
0,20
0,0
0,10
0,5
0,20
0,13
0,20
0,4
0,10
0,3
0,20
0,1
0,15
0,0
0,1
0,20
0,4
0,20
0,0
0,6
0,1
0,13
0,16
0,0
0,15
0,1
6,14
0,0
